EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label,KaggleSet,KaggleWeight
904244,133.989,35.641,83.612,111.863,3.671,413.021,-3.257,2.012,19.644,230.202,0.491,1.384,0.632,61.843,-0.301,-0.352,30.335,0.91,1.255,44.185,0.239,331.312,2,88.507,1.502,-2.717,49.516,-2.169,2.265,138.023,0.000461281573949,s,u,0.0209561399517
904248,124.377,2.989,86.824,132.313,0.275,58.922,5.28,1.675,26.61,279.862,1.881,0.95,0.0,41.031,1.28,-1.382,77.17,0.637,0.165,48.444,0.214,393.402,2,113.994,2.439,-2.952,47.667,2.164,2.616,161.661,0.00572068250088,s,u,0.259892070003
904251,143.879,5.605,101.901,6.25,-999.0,-999.0,-999.0,3.121,6.25,101.916,1.089,1.414,-999.0,48.777,-0.414,-1.057,53.139,-0.336,2.063,1.825,1.486,109.071,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00572068250088,s,u,0.259892070003
904252,137.834,53.752,105.473,44.495,5.65,971.225,-7.968,2.999,1.125,193.078,2.593,0.791,0.529,21.541,-0.295,-0.393,55.86,-2.373,-2.556,15.472,-0.249,162.351,2,64.607,-2.944,2.233,51.07,2.707,-0.142,115.677,0.000461281573949,s,u,0.0209561399517
904253,127.53,33.984,97.147,129.994,-999.0,-999.0,-999.0,1.923,28.565,284.151,3.583,1.391,-999.0,29.239,0.664,0.142,104.754,-0.192,1.864,27.025,1.214,276.244,1,150.158,1.061,-1.488,-999.0,-999.0,-999.0,150.158,0.000461281573949,s,u,0.0209561399517
904258,130.91,13.535,83.995,0.831,-999.0,-999.0,-999.0,2.945,0.831,87.992,0.491,-1.348,-999.0,59.019,-1.175,2.838,28.972,-1.592,-0.077,30.978,-0.533,122.087,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904259,120.964,10.057,83.903,0.89,-999.0,-999.0,-999.0,3.016,0.89,85.164,0.67,-1.391,-999.0,51.011,0.398,-2.533,34.153,0.156,0.744,16.981,0.324,103.869,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00572068250088,s,u,0.259892070003
904260,156.621,10.935,112.422,75.635,-999.0,-999.0,-999.0,2.219,0.792,200.575,0.907,1.238,-999.0,65.873,1.559,0.544,59.754,1.628,-1.674,27.169,-1.402,208.131,1,74.948,1.264,2.376,-999.0,-999.0,-999.0,74.948,0.00572068250088,s,u,0.259892070003
904261,130.887,74.946,107.802,91.808,-999.0,-999.0,-999.0,1.786,25.912,246.035,0.42,-1.301,-999.0,106.795,0.039,-0.755,44.81,-0.027,-2.539,32.664,1.008,299.958,1,94.43,-1.954,2.536,-999.0,-999.0,-999.0,94.43,0.000461281573949,s,u,0.0209561399517
904264,133.118,9.246,97.708,2.261,-999.0,-999.0,-999.0,3.02,2.261,98.213,0.783,-1.388,-999.0,55.093,-0.032,-2.285,43.12,-0.218,0.729,13.826,1.11,137.926,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904265,123.51,23.747,85.796,32.818,-999.0,-999.0,-999.0,2.975,1.348,109.274,1.575,1.411,-999.0,30.188,-2.384,2.503,47.553,-1.313,-1.005,11.758,-2.057,191.288,1,31.533,2.528,1.454,-999.0,-999.0,-999.0,31.533,0.00572068250088,s,u,0.259892070003
904266,101.146,20.299,73.944,23.346,-999.0,-999.0,-999.0,2.933,23.346,75.572,1.492,1.413,-999.0,30.328,-1.586,0.084,45.243,-1.752,-2.844,7.927,-1.713,112.689,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00572068250088,s,u,0.259892070003
904267,128.127,48.969,56.032,102.92,1.578,97.547,2.552,2.097,49.348,213.571,0.7,1.396,0.765,37.178,-2.003,-0.232,26.036,-1.374,1.769,67.524,0.521,248.594,3,75.261,-0.993,-3.039,39.168,-2.57,-3.14,150.356,0.000461025356734,s,u,0.0209444999381
904270,115.01,16.372,80.996,56.992,0.536,30.919,0.937,2.237,38.552,175.351,0.631,1.413,0.0,51.895,-0.029,-0.54,32.749,0.927,1.482,9.913,0.539,257.806,2,49.036,-0.737,-2.629,41.671,-1.272,-2.745,90.707,0.00081448039868,s,u,0.0370020529469
904274,78.207,30.146,57.924,5.365,-999.0,-999.0,-999.0,2.906,5.365,57.837,1.28,-1.305,-999.0,25.371,0.551,-2.926,32.466,0.184,0.474,7.05,-2.495,99.838,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904275,120.561,108.533,82.846,72.816,1.237,102.522,4.816,2.264,12.961,201.082,1.524,0.828,0.0,36.754,-1.796,-0.923,56.023,-2.081,3.115,61.502,-0.809,216.742,2,67.742,1.662,1.03,40.564,2.899,2.549,108.305,0.00572068250088,s,u,0.259892070003
904276,96.481,35.455,53.303,90.345,4.815,665.049,-5.638,1.893,6.73,192.159,1.073,1.412,1.0,31.7,-0.369,0.437,34.024,-0.387,2.33,51.879,1.459,333.159,2,83.856,-2.803,-2.183,42.578,2.011,-0.358,126.435,0.000461281573949,s,u,0.0209561399517
904279,-999.0,106.483,86.945,47.677,1.96,144.395,3.678,1.583,0.904,201.06,0.897,-0.32,0.001,52.528,-2.052,-2.914,47.122,-0.483,-3.119,64.415,0.542,210.7,2,66.631,1.174,-0.948,34.779,3.133,1.461,101.41,0.000461025356734,s,u,0.0209444999381
904282,153.787,43.836,111.86,88.211,1.01,49.619,-0.229,2.617,7.062,236.273,0.237,-1.414,0.002,117.126,0.712,0.222,27.732,1.097,2.811,26.312,-1.579,301.089,2,48.924,-0.664,-3.131,42.492,0.346,-3.097,91.416,0.00572068250088,s,u,0.259892070003
904287,104.756,46.3,80.086,22.386,-999.0,-999.0,-999.0,2.327,30.398,134.189,1.201,-1.403,-999.0,39.183,-0.295,1.831,47.044,0.095,-0.463,13.844,-2.736,191.797,1,47.962,0.325,-3.115,-999.0,-999.0,-999.0,47.962,0.00572068250088,s,u,0.259892070003
904292,133.772,7.792,96.462,10.291,-999.0,-999.0,-999.0,3.105,10.291,98.081,0.688,-1.413,-999.0,58.099,0.141,1.806,39.983,0.219,-1.299,8.637,-1.721,190.125,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904297,129.137,3.099,105.149,149.651,0.748,71.639,7.869,1.342,6.554,313.446,0.895,1.139,0.03,82.476,-1.162,-1.291,73.836,-2.13,-0.362,10.562,-0.473,299.292,2,83.618,-2.456,2.127,73.516,-3.204,2.47,157.134,0.00081448039868,s,u,0.0370020529469
904299,142.232,59.295,102.37,33.128,-999.0,-999.0,-999.0,2.775,27.51,148.772,1.693,1.367,-999.0,39.462,1.117,1.244,66.811,0.767,-2.286,15.738,1.689,186.065,1,42.499,1.737,-0.782,-999.0,-999.0,-999.0,42.499,0.000461281573949,s,u,0.0209561399517
904301,-999.0,63.567,79.45,3.99,-999.0,-999.0,-999.0,2.18,3.99,91.663,0.65,-1.394,-999.0,55.57,0.806,-0.276,36.093,0.863,-2.455,48.093,2.093,131.548,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.000461025356734,s,u,0.0209444999381
904303,129.988,29.97,97.944,220.608,0.326,89.437,1.05,1.057,6.725,428.406,0.645,1.37,0.0,116.59,0.154,1.226,75.195,-0.503,2.054,44.213,1.528,453.121,2,142.631,-1.201,-1.837,93.99,-0.875,-1.167,236.621,0.000461025356734,s,u,0.0209444999381
904307,137.112,37.498,100.1,109.025,5.731,1193.506,-7.156,1.796,1.202,281.419,0.66,1.348,0.877,75.847,-0.632,2.029,50.063,0.011,0.352,22.792,1.529,319.337,2,115.653,1.839,-2.066,39.855,-3.892,-0.157,155.509,0.000461281573949,s,u,0.0209561399517
904309,89.437,43.571,65.539,35.111,1.503,187.584,6.808,3.179,35.217,243.774,0.93,1.414,0.0,32.344,0.071,2.075,30.082,0.703,-1.093,34.369,-2.581,358.349,3,98.163,-3.467,1.202,52.577,-1.964,-2.065,181.348,0.000461281573949,s,u,0.0209561399517
904310,98.463,22.325,66.695,43.13,6.057,712.771,-9.144,2.518,25.897,138.562,0.903,1.4,0.992,36.504,0.4,-1.961,32.956,0.095,0.539,22.702,-0.302,190.568,2,37.612,-3.197,1.1,31.491,2.86,-2.649,69.103,0.000461281573949,s,u,0.0209561399517
904311,122.166,1.466,64.229,114.657,-999.0,-999.0,-999.0,1.639,16.528,193.217,0.451,1.032,-999.0,65.428,0.598,0.739,29.491,0.537,-0.899,67.581,-0.866,316.221,1,98.298,1.667,2.85,-999.0,-999.0,-999.0,98.298,0.00081448039868,s,u,0.0370020529469
904312,126.355,74.513,97.486,106.015,-999.0,-999.0,-999.0,1.691,1.746,237.893,1.725,0.81,-999.0,48.589,-0.394,2.127,83.83,-0.864,0.502,27.013,2.301,312.577,1,105.474,1.43,-1.871,-999.0,-999.0,-999.0,105.474,0.00572068250088,s,u,0.259892070003
904313,102.174,28.816,69.285,47.381,-999.0,-999.0,-999.0,2.463,3.138,122.669,1.008,1.411,-999.0,36.194,-1.324,1.321,36.491,-1.641,-2.52,22.641,2.713,156.354,1,49.984,1.608,-0.548,-999.0,-999.0,-999.0,49.984,0.00572068250088,s,u,0.259892070003
904320,135.477,21.837,94.737,165.244,4.173,817.364,-4.251,1.406,0.461,356.597,0.836,1.368,1.0,75.229,-0.507,-1.467,62.916,0.343,-2.587,48.849,-2.191,364.983,2,149.88,2.407,0.678,68.573,-1.766,2.249,218.452,0.000461281573949,s,u,0.0209561399517
904323,143.452,16.168,98.772,39.176,-999.0,-999.0,-999.0,2.427,3.926,144.779,0.685,-0.261,-999.0,61.072,-0.182,-1.74,41.837,-0.823,2.202,27.727,1.722,201.97,1,41.87,-1.048,-0.096,-999.0,-999.0,-999.0,41.87,0.00572068250088,s,u,0.259892070003
904333,108.722,13.921,80.206,30.392,-999.0,-999.0,-999.0,3.041,30.392,79.291,0.908,-1.392,-999.0,41.559,-2.279,-1.883,37.732,-1.94,1.378,35.345,0.995,161.091,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00572068250088,s,u,0.259892070003
904334,145.045,47.539,105.765,19.035,0.87,99.616,3.041,2.97,1.622,198.322,0.964,1.392,0.0,53.935,-0.429,-2.505,51.974,-0.286,0.462,11.711,-2.137,227.685,2,55.786,-1.362,1.517,36.627,-2.232,-1.524,92.413,0.00572068250088,s,u,0.259892070003
904346,108.377,10.307,78.282,11.575,-999.0,-999.0,-999.0,2.94,11.575,70.861,0.641,-1.276,-999.0,43.173,0.547,0.821,27.688,1.629,-1.913,10.517,-2.526,142.906,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00572068250088,s,u,0.259892070003
904348,115.426,2.121,84.13,21.507,-999.0,-999.0,-999.0,2.957,21.507,80.536,0.673,1.176,-999.0,48.135,-0.419,2.689,32.401,0.348,-0.738,28.68,-0.808,134.189,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904356,137.86,48.897,102.077,35.094,-999.0,-999.0,-999.0,2.787,5.475,144.125,1.919,1.304,-999.0,36.275,0.053,0.185,69.604,0.584,2.92,9.591,0.437,172.586,1,38.246,-2.015,-0.713,-999.0,-999.0,-999.0,38.246,0.00572068250088,s,u,0.259892070003
904358,164.517,75.732,78.956,63.971,1.188,68.912,3.218,2.818,45.405,146.169,1.094,1.388,0.118,35.172,-0.147,-3.018,38.492,-1.021,-0.339,51.624,-2.369,180.16,2,39.306,-1.296,0.887,33.199,-2.484,-0.64,72.506,0.00572068250088,s,u,0.259892070003
904359,130.189,3.525,78.621,43.795,-999.0,-999.0,-999.0,2.485,25.9,120.407,0.68,1.138,-999.0,50.276,-2.231,-2.093,34.202,-2.119,0.389,32.998,0.284,233.277,1,35.929,-3.344,2.0,-999.0,-999.0,-999.0,35.929,0.000461281573949,s,u,0.0209561399517
904360,126.809,14.944,74.767,45.27,-999.0,-999.0,-999.0,2.839,1.844,107.157,0.698,1.356,-999.0,37.409,0.133,-1.657,26.129,1.484,0.841,31.996,0.318,127.711,1,43.62,-2.072,2.987,-999.0,-999.0,-999.0,43.62,0.00572068250088,s,u,0.259892070003
904364,129.856,2.849,92.96,95.061,-999.0,-999.0,-999.0,2.01,31.355,160.414,1.244,0.927,-999.0,42.023,-0.366,-1.055,52.293,0.973,0.444,31.16,0.515,221.474,1,66.098,-2.02,3.003,-999.0,-999.0,-999.0,66.098,0.000461281573949,s,u,0.0209561399517
904373,143.593,52.924,88.432,120.725,3.493,420.511,-3.049,1.897,23.058,259.401,1.831,1.414,0.976,39.768,0.641,2.371,72.807,0.297,-2.047,50.401,-2.951,378.601,2,81.755,-1.72,-0.294,65.072,1.773,1.402,146.826,0.000461281573949,s,u,0.0209561399517
904374,131.841,29.767,99.8,57.006,-999.0,-999.0,-999.0,2.441,0.818,149.611,0.541,-0.465,-999.0,59.627,0.311,0.771,32.25,1.728,2.758,7.089,-0.029,132.23,1,57.734,-0.599,-1.935,-999.0,-999.0,-999.0,57.734,0.00572068250088,s,u,0.259892070003
904376,107.594,9.762,75.094,135.495,4.715,844.47,-5.537,1.558,7.823,284.14,2.245,1.144,1.0,35.662,0.111,-1.641,80.05,0.141,3.085,48.489,-3.041,394.868,2,109.9,2.499,0.68,58.528,-2.216,-0.504,168.427,0.000461281573949,s,u,0.0209561399517
904377,117.261,61.856,65.31,126.452,4.592,945.047,-5.121,1.795,1.449,288.466,0.524,1.186,0.969,56.43,0.468,1.751,29.59,-0.016,0.022,68.438,1.537,303.33,2,137.034,2.685,-1.245,65.411,-1.907,3.04,202.446,0.000461281573949,s,u,0.0209561399517
904379,141.157,87.975,69.634,34.714,-999.0,-999.0,-999.0,2.691,2.922,113.648,2.471,1.233,-999.0,22.251,1.314,2.202,54.98,0.878,-1.426,39.307,2.375,181.54,1,36.417,2.283,0.334,-999.0,-999.0,-999.0,36.417,0.00572068250088,s,u,0.259892070003
904382,148.105,27.344,73.661,86.503,0.128,67.633,8.61,2.32,28.827,178.508,0.706,0.02,0.0,42.648,-1.87,1.106,30.114,-0.783,-0.944,88.15,-1.481,497.008,2,67.551,2.999,2.927,38.196,2.871,1.514,105.746,0.000461281573949,s,u,0.0209561399517
904384,109.602,7.114,48.311,174.962,-999.0,-999.0,-999.0,1.235,5.925,246.843,0.607,0.723,-999.0,47.78,-1.462,-0.833,28.984,-0.295,-1.239,102.875,-1.37,304.646,1,170.079,-0.452,1.914,-999.0,-999.0,-999.0,170.079,0.00572068250088,s,u,0.259892070003
904387,120.687,36.956,88.73,23.78,-999.0,-999.0,-999.0,3.037,23.78,89.367,0.761,1.413,-999.0,50.747,0.828,-0.339,38.62,0.661,2.693,11.967,0.624,175.081,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904388,117.353,15.904,55.807,212.377,0.647,96.368,-0.053,1.751,22.74,286.608,2.844,0.82,0.928,20.177,-0.989,0.164,57.38,-0.139,1.695,156.315,1.863,340.634,2,160.681,-0.551,-1.154,48.37,0.096,-2.018,209.051,0.000461025356734,s,u,0.0209444999381
904393,96.905,16.087,68.785,1.797,-999.0,-999.0,-999.0,2.912,1.797,69.607,0.673,-1.397,-999.0,41.608,0.359,2.056,27.999,0.708,-0.835,15.228,-1.635,102.691,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904397,139.425,17.049,99.686,91.249,-999.0,-999.0,-999.0,2.383,57.134,148.19,2.339,1.285,-999.0,31.979,1.604,-3.114,74.813,0.636,-0.936,28.914,-1.305,286.93,1,41.398,0.347,2.25,-999.0,-999.0,-999.0,41.398,0.00572068250088,s,u,0.259892070003
904398,130.558,64.956,73.782,142.656,0.578,83.508,0.073,1.566,34.599,313.682,0.755,1.252,0.111,59.818,-1.087,-2.043,45.163,-0.824,-0.5,68.771,-1.744,398.623,3,126.46,-0.685,1.965,51.368,-0.106,1.158,208.702,0.00081448039868,s,u,0.0370020529469
904400,94.587,45.471,53.267,52.765,-999.0,-999.0,-999.0,2.511,18.826,101.55,1.185,1.39,-999.0,23.937,-1.386,-1.697,28.372,-0.546,2.22,35.087,-2.454,184.399,1,49.241,-3.707,0.825,-999.0,-999.0,-999.0,49.241,0.000461281573949,s,u,0.0209561399517
904402,151.0,2.887,104.027,79.266,3.081,338.738,-1.941,2.743,6.247,217.16,1.756,1.413,0.097,21.353,1.041,-2.614,37.498,-1.694,-2.829,20.736,-2.726,260.948,2,117.26,2.198,0.127,41.049,-0.883,2.879,158.309,0.000461281573949,s,u,0.0209561399517
904405,-999.0,50.142,66.29,91.923,0.598,75.122,8.555,1.452,78.731,248.557,0.486,-0.144,0.0,71.596,0.597,0.516,34.787,0.521,1.965,84.602,2.926,302.821,3,42.605,2.641,-3.094,34.511,3.239,-0.755,142.174,0.00572068250088,s,u,0.259892070003
904406,105.766,1.124,72.673,2.657,-999.0,-999.0,-999.0,3.135,2.657,74.201,0.629,1.405,-999.0,45.542,0.93,2.848,28.658,1.143,-0.28,14.664,-0.225,226.608,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904410,121.554,9.959,48.254,237.444,3.249,661.353,-2.456,1.063,4.126,366.001,0.626,1.148,0.987,59.874,-0.473,-3.06,37.499,-0.238,-2.023,159.578,-2.152,436.286,2,155.483,-2.051,1.233,113.145,1.197,0.189,268.628,0.000461281573949,s,u,0.0209561399517
904414,123.71,48.598,91.841,5.112,-999.0,-999.0,-999.0,3.109,5.112,77.568,1.44,-1.378,-999.0,31.787,-0.688,-1.703,45.781,-1.972,1.127,13.548,-2.457,115.735,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904415,103.116,25.057,69.256,50.806,4.25,411.362,-4.289,2.453,1.618,162.541,0.815,1.414,0.828,35.692,-0.714,-1.794,29.104,0.445,2.328,19.941,-2.862,226.654,2,52.696,1.648,1.253,45.049,-2.602,-0.799,97.745,0.00572068250088,s,u,0.259892070003
904416,137.459,0.209,94.766,132.744,6.894,2111.249,-11.517,2.151,1.584,261.813,2.745,1.003,1.0,31.881,0.208,-0.393,87.503,0.653,-2.497,58.545,-2.495,277.863,2,94.605,4.052,0.612,47.824,-2.843,1.335,142.429,0.000461281573949,s,u,0.0209561399517
904418,132.143,23.853,100.249,158.624,3.222,364.079,-1.946,1.428,28.601,323.132,0.44,1.193,0.704,104.288,-0.938,-0.721,45.867,0.148,0.205,21.917,-0.566,351.401,2,134.846,0.805,2.996,38.132,-2.417,1.167,172.978,0.000461281573949,s,u,0.0209561399517
904419,84.29,10.612,61.964,18.923,-999.0,-999.0,-999.0,2.96,18.923,61.875,0.958,1.4,-999.0,31.605,-1.076,1.408,30.27,-0.857,-1.544,15.961,-1.057,158.422,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904422,-999.0,90.209,75.784,1.505,-999.0,-999.0,-999.0,2.345,1.505,72.324,1.903,-1.339,-999.0,24.917,-2.195,-3.115,47.407,-0.816,1.271,45.791,-1.364,126.16,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.000461025356734,s,u,0.0209444999381
904423,148.067,18.067,104.137,26.981,-999.0,-999.0,-999.0,2.973,26.981,99.855,0.661,1.409,-999.0,60.112,-0.303,1.631,39.743,0.459,-1.243,11.721,-0.379,163.928,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904426,124.466,25.567,94.707,75.819,2.948,239.302,0.198,2.253,34.287,240.841,2.604,1.412,0.383,32.111,0.44,2.171,83.607,0.095,-1.885,8.375,-2.893,229.485,2,92.572,0.066,1.235,32.55,3.014,0.005,125.123,0.000461281573949,s,u,0.0209561399517
904427,93.03,61.326,68.808,29.638,-999.0,-999.0,-999.0,2.97,29.638,67.466,0.942,-1.357,-999.0,34.747,0.421,-1.826,32.718,0.871,1.11,29.135,-2.266,117.435,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.000461281573949,s,u,0.0209561399517
904433,131.717,2.896,82.116,20.655,-999.0,-999.0,-999.0,2.984,20.655,87.999,0.451,-0.84,-999.0,60.628,0.658,-1.02,27.371,0.355,1.949,13.628,2.099,159.851,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904435,119.187,0.398,82.374,4.315,-999.0,-999.0,-999.0,3.153,4.315,82.986,0.65,1.391,-999.0,50.304,-0.107,1.382,32.682,-0.461,-1.768,13.363,-1.788,96.938,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00572068250088,s,u,0.259892070003
904438,131.711,44.572,102.361,4.506,-999.0,-999.0,-999.0,3.018,4.506,68.115,0.817,-1.401,-999.0,37.495,-1.855,-0.264,30.62,0.199,1.947,27.217,-2.572,142.497,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.000461281573949,s,u,0.0209561399517
904442,139.948,59.426,97.449,65.249,-999.0,-999.0,-999.0,2.652,2.018,164.529,1.781,1.413,-999.0,35.804,-0.99,0.514,63.781,-0.309,3.077,33.049,1.669,198.016,1,64.944,-3.032,-1.022,-999.0,-999.0,-999.0,64.944,0.000461281573949,s,u,0.0209561399517
904443,116.632,25.411,81.203,40.803,-999.0,-999.0,-999.0,2.663,40.803,71.938,1.244,-0.917,-999.0,32.059,0.128,-1.027,39.879,1.367,1.33,31.68,2.061,344.6,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00572068250088,s,u,0.259892070003
904445,120.139,32.428,73.049,42.821,-999.0,-999.0,-999.0,3.095,42.821,60.079,0.919,1.412,-999.0,31.311,-1.774,1.8,28.767,-0.445,-1.687,33.315,-2.79,156.137,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904447,100.701,23.817,62.834,39.004,0.27,103.007,2.583,2.924,1.113,167.853,1.06,1.406,0.0,28.998,-1.783,2.12,30.739,-1.076,-1.326,30.438,-2.126,161.748,2,73.075,-1.478,0.972,35.043,-1.748,-2.126,108.117,0.00081448039868,s,u,0.0370020529469
904451,126.723,9.013,93.368,116.383,-999.0,-999.0,-999.0,2.762,15.33,220.773,4.419,1.218,-999.0,21.622,0.9,-0.073,95.547,0.263,-2.76,39.683,-2.614,258.168,1,103.604,1.925,0.436,-999.0,-999.0,-999.0,103.604,0.000461281573949,s,u,0.0209561399517
904457,154.872,25.246,106.28,43.595,5.502,570.793,-7.392,3.191,6.926,181.188,0.356,-1.414,0.62,79.852,1.368,2.518,28.452,2.322,-0.528,19.841,-1.648,254.198,2,36.502,-2.332,-1.062,36.382,3.17,0.557,72.884,0.000461281573949,s,u,0.0209561399517
904458,159.042,18.296,116.446,23.341,-999.0,-999.0,-999.0,2.786,23.341,116.581,0.983,-1.255,-999.0,58.785,0.903,-1.624,57.796,0.54,1.897,20.069,1.353,172.644,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904461,122.651,32.229,91.228,0.694,-999.0,-999.0,-999.0,3.338,0.694,76.46,1.171,-1.412,-999.0,35.225,-0.884,-1.072,41.236,0.351,2.029,6.473,-1.443,64.243,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904467,115.429,30.388,89.911,0.616,-999.0,-999.0,-999.0,3.337,0.616,60.288,0.975,-1.414,-999.0,30.532,-1.224,0.31,29.756,0.712,-2.409,13.043,2.113,73.818,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904470,102.445,48.796,76.484,30.904,-999.0,-999.0,-999.0,3.124,27.53,133.741,0.865,-1.414,-999.0,40.391,0.776,-1.583,34.926,1.156,1.518,31.644,-3.117,131.249,1,58.424,1.139,0.222,-999.0,-999.0,-999.0,58.424,0.000461281573949,s,u,0.0209561399517
904471,148.523,26.659,114.007,12.901,-999.0,-999.0,-999.0,3.061,12.901,90.072,0.772,-1.405,-999.0,50.845,2.057,1.227,39.227,0.549,-2.392,11.254,-1.018,244.707,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904473,123.871,54.477,69.68,276.34,4.1,1048.515,-0.514,0.993,4.875,538.499,2.807,1.413,0.892,43.185,-1.583,1.145,121.233,-1.228,2.073,126.75,1.63,589.886,2,318.571,0.129,-1.298,55.51,-3.971,2.354,374.081,0.000461281573949,s,u,0.0209561399517
904474,149.39,12.341,108.651,99.998,0.622,87.163,2.076,2.695,0.584,250.516,2.658,0.136,0.0,34.077,0.025,0.18,90.571,-0.131,-2.51,40.709,-2.713,279.825,2,74.767,-1.163,0.183,51.101,-1.785,1.501,125.868,0.00081448039868,s,u,0.0370020529469
904475,154.389,27.826,105.096,1.083,-999.0,-999.0,-999.0,2.857,1.083,102.833,0.543,-1.35,-999.0,66.634,-1.322,0.115,36.199,-0.484,-2.617,35.724,2.872,134.937,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00081448039868,s,u,0.0370020529469
904477,121.394,39.724,84.878,237.976,5.558,2047.033,-7.567,1.043,0.373,446.49,2.013,1.402,0.987,59.26,-0.465,0.457,119.274,-0.079,-0.512,77.828,-0.097,456.843,2,175.606,2.383,-2.975,92.351,-3.175,2.294,267.957,0.000461281573949,s,u,0.0209561399517
904482,126.536,48.389,98.382,2.738,-999.0,-999.0,-999.0,3.065,2.738,84.631,1.135,-1.41,-999.0,39.638,1.651,-1.597,44.993,0.486,1.237,16.395,-2.847,105.349,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
904484,-999.0,116.858,92.782,32.884,6.337,1371.759,-9.461,1.795,95.774,247.528,0.856,-1.347,0.936,62.69,0.552,0.252,53.68,0.056,1.976,67.836,-1.671,203.534,2,96.738,2.408,-1.727,34.421,-3.929,3.032,131.159,0.000461281573949,s,u,0.0209561399517
904485,88.454,1.115,43.451,89.967,-999.0,-999.0,-999.0,2.026,8.286,141.843,1.298,1.027,-999.0,21.454,1.588,-0.297,27.856,0.892,-2.199,66.382,-2.174,267.554,1,92.534,2.17,1.103,-999.0,-999.0,-999.0,92.534,0.00572068250088,s,u,0.259892070003
904494,104.329,55.57,76.465,28.9,-999.0,-999.0,-999.0,3.069,28.9,76.529,0.844,1.281,-999.0,41.498,0.333,-2.259,35.032,0.169,0.805,22.118,-2.216,176.508,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00572068250088,s,u,0.259892070003
